,Date,Symbol,Name,Open,Close,Dividends
0,2021-05-26,A,Agilent Technologies Inc. Common Stock,133.42999267578125,133.30999755859375,0
1,2021-05-26,AA,Alcoa Corporation Common Stock ,36.494998931884766,36.54999923706055,0
